,,,,,Gecode,Gurobi,Gecode,Gurobi,Preferred,OGSA,
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,
Month,House,Variable choices,Constraint variables,Result,,,,,,,
12,33,input_order,indomain_min,time,60,100,50,90,,0.00042775,
12,34,input_order,indomain_min,obj,1502700,1502700,1502700,1502700,2726850,1509600,1.005
12,34,input_order,indomain_min,time,60,110,50,80,,0.000359715,
12,35,input_order,indomain_min,obj,860652,860652,860652,860652,1453479,863755,1.004
12,35,input_order,indomain_min,time,60,120,50,100,,0.000497869,
12,36,input_order,indomain_min,obj,932634,932634,932634,932634,2089106,939834,1.008
12,36,input_order,indomain_min,time,60,110,50,100,,0.000478305,
12,37,input_order,indomain_min,obj,1529586,1529586,1529586,1529586,1649606,1529882,1.000
12,37,input_order,indomain_min,time,60,110,60,90,,0.000339255,
12,38,input_order,indomain_min,obj,647880,647880,647880,647880,737300,647880,1.000
12,38,input_order,indomain_min,time,60,100,50,90,,0.000405048,
12,39,input_order,indomain_min,obj,1123560,1123560,1123560,1123560,1812640,1227870,1.093
12,39,input_order,indomain_min,time,60,110,50,100,,0.000425012,
12,40,input_order,indomain_min,obj,1505011,1505011,1505011,1505011,3441524,1578562,1.049
12,40,input_order,indomain_min,time,60,120,50,100,,0.00040655,
12,41,input_order,indomain_min,obj,2431481,2431481,2431481,2431481,7376531,2431481,1.000
12,41,input_order,indomain_min,time,70,110,60,90,,0.000363816,
12,42,input_order,indomain_min,obj,206970,206970,206970,206970,441450,207900,1.004
12,42,input_order,indomain_min,time,60,100,50,90,,0.000403412,
12,43,input_order,indomain_min,obj,426170,426170,426170,426170,646056,444132,1.042
12,43,input_order,indomain_min,time,60,100,50,100,,0.000418216,
12,44,input_order,indomain_min,obj,606765,606765,606765,606765,1239460,628365,1.036
12,44,input_order,indomain_min,time,60,100,50,80,,0.00033283,
12,45,input_order,indomain_min,obj,1309142,1309142,1309142,1309142,2602995,1312402,1.002
12,45,input_order,indomain_min,time,60,110,50,100,,0.000488017,
12,46,input_order,indomain_min,obj,385320,385320,385320,385320,834880,387720,1.006
12,46,input_order,indomain_min,time,60,90,50,80,,0.000274183,
12,47,input_order,indomain_min,obj,651290,651290,651290,651290,1145932,651298,1.000
12,47,input_order,indomain_min,time,60,90,50,70,,0.000276639,
12,48,input_order,indomain_min,obj,466198,466198,466198,466198,943834,466198,1.000
12,48,input_order,indomain_min,time,60,100,60,80,,0.000433371,
12,49,input_order,indomain_min,obj,1024604,1024604,1024604,1024604,1744088,1037916,1.013
12,49,input_order,indomain_min,time,60,110,50,90,,0.000381902,
12,50,input_order,indomain_min,obj,1890655,1890655,1890655,1890655,7949519,1889585,0.999
12,50,input_order,indomain_min,time,60,120,60,100,,0.000379389,
12,51,input_order,indomain_min,obj,305507,305507,305507,305507,266113,792591,2.594
12,51,input_order,indomain_min,time,60,180,60,120,,0.000577408,
12,52,input_order,indomain_min,obj,1084731,1084731,1084731,1084731,1610392,1152724,1.063
12,52,input_order,indomain_min,time,60,110,50,100,,0.000465674,
12,53,input_order,indomain_min,obj,613466,613466,613466,613466,1121919,639366,1.042
12,53,input_order,indomain_min,time,60,110,50,90,,0.000458935,
12,54,input_order,indomain_min,obj,829574,829574,829574,829574,1989927,829621,1.000
12,54,input_order,indomain_min,time,60,120,50,100,,0.000622259,
12,55,input_order,indomain_min,obj,166320,166320,166320,166320,213450,166320,1.000
12,55,input_order,indomain_min,time,90,90,80,60,,0.00022858,
12,56,input_order,indomain_min,obj,331393,331393,331393,331393,529583,331341,1.000
12,56,input_order,indomain_min,time,60,110,50,100,,0.000529055,
12,57,input_order,indomain_min,obj,227944,227944,227944,227944,429890,227944,1.000
12,57,input_order,indomain_min,time,60,100,60,90,,0.000387629,
12,58,input_order,indomain_min,obj,1246560,1246560,1246560,1246560,1996560,1304780,1.047
12,58,input_order,indomain_min,time,80,110,80,90,,0.000420655,
12,59,input_order,indomain_min,obj,876774,876774,876774,876774,1477410,877134,1.000
12,59,input_order,indomain_min,time,60,100,50,80,,0.000315774,
12,60,input_order,indomain_min,obj,746700,746700,746700,746700,1011440,764700,1.024
12,60,input_order,indomain_min,time,60,100,60,80,,0.000344705,
12,61,input_order,indomain_min,obj,2141615,2141615,2141615,2141615,2755295,2154750,1.006
12,61,input_order,indomain_min,time,60,110,50,90,,0.000410503,
12,62,input_order,indomain_min,obj,1409400,1409400,1409400,1409400,2068700,1409400,1.000
12,62,input_order,indomain_min,time,60,90,50,80,,0.000335689,
12,63,input_order,indomain_min,obj,860900,860900,860900,860900,1850200,863300,1.003
12,63,input_order,indomain_min,time,60,100,50,70,,0.000265552,
12,64,input_order,indomain_min,obj,1796272,1796272,1796272,1796272,3164482,1797692,1.001
12,64,input_order,indomain_min,time,60,100,50,90,,0.000394086,
12,65,input_order,indomain_min,obj,1765778,1765778,1765778,1765778,3585291,1765778,1.000
12,65,input_order,indomain_min,time,60,100,50,80,,0.000397356,
12,66,input_order,indomain_min,obj,936285,936285,936285,936285,1380122,940141,1.004
12,66,input_order,indomain_min,time,60,100,50,80,,0.000326482,
12,67,input_order,indomain_min,obj,248046,248046,248046,248046,396256,248046,1.000
12,67,input_order,indomain_min,time,70,90,60,60,,0.000227468,
12,68,input_order,indomain_min,obj,619248,619248,619248,619248,1032904,619248,1.000
12,68,input_order,indomain_min,time,60,110,50,100,,0.000533289,
12,69,input_order,indomain_min,obj,2626956,2626956,2626956,2626956,4497458,2810884,1.070
12,69,input_order,indomain_min,time,60,120,50,100,,0.000473194,
12,70,input_order,indomain_min,obj,289005,289005,289005,289005,472370,289005,1.000
12,70,input_order,indomain_min,time,60,110,50,90,,0.000354228,
12,71,input_order,indomain_min,obj,709975,709975,709975,709975,1216820,788985,1.111
12,71,input_order,indomain_min,time,60,120,50,110,,0.0006281,
12,72,input_order,indomain_min,obj,1827818,1827818,1827818,1827818,3229838,1833304,1.003
12,72,input_order,indomain_min,time,60,120,50,100,,0.000582369,
12,73,input_order,indomain_min,obj,463410,463410,463410,463410,741460,467410,1.009
12,73,input_order,indomain_min,time,60,90,50,70,,0.000261401,
12,74,input_order,indomain_min,obj,640932,640932,640932,640932,958108,658422,1.027
12,74,input_order,indomain_min,time,60,100,50,90,,0.000421193,
12,75,input_order,indomain_min,obj,460130,460130,460130,460130,480662,460130,1.000
12,75,input_order,indomain_min,time,70,90,60,60,,0.000232854,
12,76,input_order,indomain_min,obj,1563054,1563054,1563054,1563054,2466088,1563704,1.000
12,76,input_order,indomain_min,time,60,100,50,80,,0.000319347,
12,77,input_order,indomain_min,obj,1502300,1502300,1502300,1502300,3069500,1502300,1.000
12,77,input_order,indomain_min,time,60,110,60,80,,0.000331398,
12,78,input_order,indomain_min,obj,124260,124260,124260,124260,178570,124260,1.000
12,78,input_order,indomain_min,time,60,100,60,90,,0.000387337,
12,79,input_order,indomain_min,obj,1311000,1311000,1311000,1311000,2163600,1334000,1.018
12,79,input_order,indomain_min,time,60,100,50,90,,0.00035953,
12,80,input_order,indomain_min,obj,582651,582651,582651,582651,1116679,582651,1.000
12,80,input_order,indomain_min,time,70,100,60,80,,0.000484187,
12,81,input_order,indomain_min,obj,558228,558228,558228,558228,1477340,558228,1.000
12,81,input_order,indomain_min,time,60,100,50,90,,0.000410322,
12,82,input_order,indomain_min,obj,1086390,1086390,1086390,1086390,1690310,1087260,1.001
12,82,input_order,indomain_min,time,60,110,50,100,,0.00040413,
12,83,input_order,indomain_min,obj,676041,676041,676041,676041,1048196,676041,1.000
12,83,input_order,indomain_min,time,60,110,60,80,,0.00032866,
12,84,input_order,indomain_min,obj,1388809,1388809,1388809,1388809,1888644,1388409,1.000
12,84,input_order,indomain_min,time,60,110,60,90,,0.000356837,
12,85,input_order,indomain_min,obj,592800,592800,592800,592800,1101000,592800,1.000
12,85,input_order,indomain_min,time,60,120,60,110,,0.000488761,
12,86,input_order,indomain_min,obj,830946,830946,830946,830946,1518942,830946,1.000
12,86,input_order,indomain_min,time,60,110,60,90,,0.000511319,
12,87,input_order,indomain_min,obj,163675,163675,163675,163675,567647,163675,1.000
12,87,input_order,indomain_min,time,60,110,50,90,,0.000367896,
12,88,input_order,indomain_min,obj,695400,695400,695400,695400,1158290,695400,1.000
12,88,input_order,indomain_min,time,60,100,50,90,,0.000280708,
12,89,input_order,indomain_min,obj,314697,314697,314697,314697,602512,314697,1.000
12,89,input_order,indomain_min,time,60,90,60,60,,0.000234958,
12,90,input_order,indomain_min,obj,22515,22515,22515,22515,27140,22515,1.000
12,90,input_order,indomain_min,time,60,100,60,70,,0.000228621,
12,91,input_order,indomain_min,obj,516762,516762,516762,516762,917358,516762,1.000
12,91,input_order,indomain_min,time,60,110,60,100,,0.000315295,
12,92,input_order,indomain_min,obj,711893,711893,711893,711893,1030093,733473,1.030
12,92,input_order,indomain_min,time,60,100,60,90,,0.000351008,
12,93,input_order,indomain_min,obj,770640,770640,770640,770640,884940,770800,1.000
12,93,input_order,indomain_min,time,60,110,60,90,,0.000434767,
12,94,input_order,indomain_min,obj,359800,359800,359800,359800,631936,360300,1.001
12,94,input_order,indomain_min,time,60,120,60,110,,0.00040267,
12,95,input_order,indomain_min,obj,1115090,1115090,1115090,1115090,1579810,1235120,1.108
12,95,input_order,indomain_min,time,70,140,50,110,,0.000601719,
12,96,input_order,indomain_min,obj,1255360,1255360,1255360,1255360,2294820,1267620,1.010
12,96,input_order,indomain_min,time,60,130,60,100,,0.000439075,
12,97,input_order,indomain_min,obj,908295,908295,908295,908295,1603430,908295,1.000
12,97,input_order,indomain_min,time,70,100,60,80,,0.000301338,
12,98,input_order,indomain_min,obj,917149,917149,917149,917149,2165507,938488,1.023
12,98,input_order,indomain_min,time,70,110,60,100,,0.000702254,
12,99,input_order,indomain_min,obj,203322,203322,203322,203322,363879,206808,1.017
12,99,input_order,indomain_min,time,70,120,60,100,,0.000387797,
12,100,input_order,indomain_min,obj,773535,773535,773535,773535,1087795,773905,1.000
12,100,input_order,indomain_min,time,70,110,60,110,,0.000955092,
